Sum of Sales,Order Date,forecastValue,confidenceHighBound,confidenceLowBound
773.256,2019-11-06 00:00:00,,,
3810.464,2019-11-07 00:00:00,,,
993.9,2019-11-08 00:00:00,,,
479.97,2019-11-09 00:00:00,,,
4723.478,2019-11-10 00:00:00,,,
4944.296,2019-11-11 00:00:00,,,
4914.938,2019-11-12 00:00:00,,,
2945.138,2019-11-13 00:00:00,,,
2774.062,2019-11-14 00:00:00,,,
2145.718,2019-11-15 00:00:00,,,
36.72,2019-11-16 00:00:00,,,
142.684,2019-11-17 00:00:00,,,
3958.932,2019-11-18 00:00:00,,,
638.462,2019-11-19 00:00:00,,,
3070.333,2019-11-20 00:00:00,,,
1176.891,2019-11-21 00:00:00,,,
317.044,2019-11-22 00:00:00,,,
100.616,2019-11-23 00:00:00,,,
6394.538,2019-11-24 00:00:00,,,
7978.551,2019-11-25 00:00:00,,,
8329.743,2019-11-26 00:00:00,,,
1651.239,2019-11-27 00:00:00,,,
3428.372,2019-11-28 00:00:00,,,
300.592,2019-11-29 00:00:00,,,
970.142,2019-11-30 00:00:00,,,
6365.455,2019-12-01 00:00:00,,,
1984.616,2019-12-02 00:00:00,,,
5269.816,2019-12-03 00:00:00,,,
944.286,2019-12-04 00:00:00,,,
4267.004,2019-12-05 00:00:00,,,
3878.276,2019-12-06 00:00:00,,,
3709.095,2019-12-08 00:00:00,,,
1855.483,2019-12-09 00:00:00,,,
3459.71,2019-12-10 00:00:00,,,
6102.25,2019-12-11 00:00:00,,,
1981.115,2019-12-12 00:00:00,,,
1194.088,2019-12-13 00:00:00,,,
828.654,2019-12-14 00:00:00,,,
2637.087,2019-12-15 00:00:00,,,
628.542,2019-12-16 00:00:00,,,
4185.134,2019-12-17 00:00:00,,,
7051.35,2019-12-18 00:00:00,,,
815.112,2019-12-19 00:00:00,,,
134.54,2019-12-20 00:00:00,,,
1043.128,2019-12-22 00:00:00,,,
5065.857,2019-12-23 00:00:00,,,
1938.26,2019-12-24 00:00:00,,,
7488.055,2019-12-25 00:00:00,,,
1829.418,2019-12-26 00:00:00,,,
959.49,2019-12-27 00:00:00,,,
1277.68,2019-12-29 00:00:00,,,
773.774,2019-12-30 00:00:00,,,
731.768,2019-12-31 00:00:00,,,
2162.828,2020-01-01 00:00:00,,,
2632.554,2020-01-02 00:00:00,,,
2319.272,2020-01-03 00:00:00,,,
147.74,2020-01-06 00:00:00,,,
3742.59,2020-01-07 00:00:00,,,
930.98,2020-01-08 00:00:00,,,
311.491,2020-01-09 00:00:00,,,
1190.52,2020-01-12 00:00:00,,,
4833.33,2020-01-13 00:00:00,,,
2513.038,2020-01-14 00:00:00,,,
2802.28,2020-01-15 00:00:00,,,
6542.292,2020-01-16 00:00:00,,,
2616.715,2020-01-19 00:00:00,,,
1199.838,2020-01-20 00:00:00,,,
3198.643,2020-01-21 00:00:00,,,
4656.372,2020-01-22 00:00:00,,,
965.334,2020-01-23 00:00:00,,,
691.666,2020-01-24 00:00:00,,,
3524.28,2020-01-26 00:00:00,,,
573.914,2020-01-27 00:00:00,,,
1184.52,2020-01-28 00:00:00,,,
1193.842,2020-01-29 00:00:00,,,
4829.335,2020-01-30 00:00:00,,,
5652.354,2020-02-02 00:00:00,,,
5458.327,2020-02-03 00:00:00,,,
138.67,2020-02-04 00:00:00,,,
4573.012,2020-02-05 00:00:00,,,
1155.354,2020-02-06 00:00:00,,,
3201.764,2020-02-09 00:00:00,,,
2185.103,2020-02-10 00:00:00,,,
3054.516,2020-02-11 00:00:00,,,
2351.43,2020-02-13 00:00:00,,,
2731.442,2020-02-16 00:00:00,,,
3714.8174,2020-02-17 00:00:00,,,
429.326,2020-02-18 00:00:00,,,
2336.59,2020-02-19 00:00:00,,,
4718.29,2020-02-20 00:00:00,,,
973.904,2020-02-21 00:00:00,,,
1632.8,2020-02-23 00:00:00,,,
1619.676,2020-02-24 00:00:00,,,
1006.492,2020-02-25 00:00:00,,,
3270.646,2020-02-26 00:00:00,,,
1863.62,2020-02-28 00:00:00,,,
2116.126,2020-03-02 00:00:00,,,
2277.104,2020-03-03 00:00:00,,,
715.822,2020-03-04 00:00:00,,,
1817.02,2020-03-05 00:00:00,,,
1631.236,2020-03-06 00:00:00,,,
374.59,2020-03-07 00:00:00,,,
1055.1,2020-03-08 00:00:00,,,
869.804,2020-03-09 00:00:00,,,
1952.952,2020-03-10 00:00:00,,,
2386.708,2020-03-11 00:00:00,,,
499.28,2020-03-12 00:00:00,,,
6049.35,2020-03-13 00:00:00,,,
121.616,2020-03-14 00:00:00,,,
2945.381,2020-03-16 00:00:00,,,
1633.746,2020-03-17 00:00:00,,,
1726.758,2020-03-18 00:00:00,,,
2996.248,2020-03-19 00:00:00,,,
1289.568,2020-03-20 00:00:00,,,
4235.636,2020-03-21 00:00:00,,,
4740.068,2020-03-23 00:00:00,,,
1628.298,2020-03-24 00:00:00,,,
4251.026,2020-03-25 00:00:00,,,
3830.88,2020-03-26 00:00:00,,,
3855.516,2020-03-27 00:00:00,,,
2153.702,2020-03-28 00:00:00,,,
163.4,2020-03-29 00:00:00,,,
1021.407,2020-03-30 00:00:00,,,
5891.0108,2020-03-31 00:00:00,,,
6741.988,2020-04-01 00:00:00,,,
1189.97,2020-04-02 00:00:00,,,
192.528,2020-04-03 00:00:00,,,
1162.47,2020-04-04 00:00:00,,,
261.42,2020-04-06 00:00:00,,,
2278.2905,2020-04-07 00:00:00,,,
6749.93,2020-04-08 00:00:00,,,
2484.71,2020-04-09 00:00:00,,,
1470.529,2020-04-10 00:00:00,,,
928.806,2020-04-11 00:00:00,,,
306.66,2020-04-12 00:00:00,,,
1585.824,2020-04-13 00:00:00,,,
1199.93,2020-04-14 00:00:00,,,
744.338,2020-04-15 00:00:00,,,
1705.429,2020-04-16 00:00:00,,,
4474.459,2020-04-17 00:00:00,,,
2905.24,2020-04-20 00:00:00,,,
1785.564,2020-04-21 00:00:00,,,
1063.692,2020-04-22 00:00:00,,,
2229.222,2020-04-23 00:00:00,,,
1499.558,2020-04-24 00:00:00,,,
1284.113,2020-04-25 00:00:00,,,
335.608,2020-04-26 00:00:00,,,
998.5756,2020-04-27 00:00:00,,,
1141.296,2020-04-28 00:00:00,,,
1195.26,2020-04-29 00:00:00,,,
2892.126,2020-04-30 00:00:00,,,
5415.37,2020-05-01 00:00:00,,,
738.11,2020-05-02 00:00:00,,,
2167.346,2020-05-03 00:00:00,,,
2172.405,2020-05-04 00:00:00,,,
784.123,2020-05-05 00:00:00,,,
3890.3698,2020-05-06 00:00:00,,,
2945.468,2020-05-07 00:00:00,,,
3986.554,2020-05-08 00:00:00,,,
1338.222,2020-05-09 00:00:00,,,
1113.469,2020-05-11 00:00:00,,,
1890.384,2020-05-12 00:00:00,,,
3480.378,2020-05-13 00:00:00,,,
5737.062,2020-05-14 00:00:00,,,
1167.264,2020-05-15 00:00:00,,,
237.024,2020-05-16 00:00:00,,,
3157.508,2020-05-18 00:00:00,,,
5961.182,2020-05-19 00:00:00,,,
3881.578,2020-05-20 00:00:00,,,
636.02,2020-05-21 00:00:00,,,
921.562,2020-05-22 00:00:00,,,
686.436,2020-05-23 00:00:00,,,
1342.026,2020-05-25 00:00:00,,,
583.24,2020-05-26 00:00:00,,,
2869.908,2020-05-27 00:00:00,,,
2097.103,2020-05-28 00:00:00,,,
3338.108,2020-05-29 00:00:00,,,
4211.8904,2020-05-30 00:00:00,,,
5836.362,2020-06-01 00:00:00,,,
742.706,2020-06-02 00:00:00,,,
4053.036,2020-06-03 00:00:00,,,
1034.414,2020-06-04 00:00:00,,,
639.112,2020-06-05 00:00:00,,,
226.35,2020-06-06 00:00:00,,,
3109.038,2020-06-08 00:00:00,,,
1295.133,2020-06-09 00:00:00,,,
3462.343,2020-06-10 00:00:00,,,
2476.894,2020-06-11 00:00:00,,,
2450.968,2020-06-12 00:00:00,,,
1381.018,2020-06-13 00:00:00,,,
4931.51,2020-06-15 00:00:00,,,
3671.194,2020-06-16 00:00:00,,,
4601.672,2020-06-17 00:00:00,,,
1228.1555,2020-06-18 00:00:00,,,
3133.941,2020-06-19 00:00:00,,,
1691.228,2020-06-20 00:00:00,,,
966.656,2020-06-21 00:00:00,,,
1102.019,2020-06-22 00:00:00,,,
1853.614,2020-06-24 00:00:00,,,
1854.352,2020-06-25 00:00:00,,,
4934.136,2020-06-26 00:00:00,,,
1941.906,2020-06-27 00:00:00,,,
5414.9912,2020-06-29 00:00:00,,,
5209.977,2020-06-30 00:00:00,,,
796.83,2020-07-01 00:00:00,,,
320.192,2020-07-02 00:00:00,,,
8148.404,2020-07-03 00:00:00,,,
927.354,2020-07-05 00:00:00,,,
642.378,2020-07-06 00:00:00,,,
2269.25,2020-07-07 00:00:00,,,
3374.264,2020-07-08 00:00:00,,,
2114.214,2020-07-09 00:00:00,,,
570.214,2020-07-10 00:00:00,,,
2179.892,2020-07-11 00:00:00,,,
89.816,2020-07-12 00:00:00,,,
699.542,2020-07-13 00:00:00,,,
4349.934,2020-07-14 00:00:00,,,
2836.229,2020-07-15 00:00:00,,,
497.636,2020-07-16 00:00:00,,,
2714.873,2020-07-17 00:00:00,,,
2559.794,2020-07-18 00:00:00,,,
3040.208,2020-07-20 00:00:00,,,
5170.944,2020-07-21 00:00:00,,,
674.314,2020-07-22 00:00:00,,,
1665.188,2020-07-23 00:00:00,,,
2441.96,2020-07-24 00:00:00,,,
1465.742,2020-07-25 00:00:00,,,
2091.302,2020-07-26 00:00:00,,,
1661.68,2020-07-27 00:00:00,,,
1443.564,2020-07-28 00:00:00,,,
2109.294,2020-07-29 00:00:00,,,
762.376,2020-07-30 00:00:00,,,
2460.028,2020-07-31 00:00:00,,,
2379.65,2020-08-01 00:00:00,,,
1032.348,2020-08-03 00:00:00,,,
364.07,2020-08-04 00:00:00,,,
765.676,2020-08-05 00:00:00,,,
1808.026,2020-08-06 00:00:00,,,
4430.624,2020-08-07 00:00:00,,,
2001.07,2020-08-10 00:00:00,,,
1154.726,2020-08-11 00:00:00,,,
4383.084,2020-08-12 00:00:00,,,
3669.164,2020-08-13 00:00:00,,,
702.736,2020-08-14 00:00:00,,,
2123.872,2020-08-15 00:00:00,,,
265.564,2020-08-16 00:00:00,,,
10593.288,2020-08-17 00:00:00,,,
8140.484,2020-08-18 00:00:00,,,
740.446,2020-08-19 00:00:00,,,
1178.95,2020-08-20 00:00:00,,,
10009.054,2020-08-21 00:00:00,,,
620.54,2020-08-22 00:00:00,,,
4969.344,2020-08-23 00:00:00,,,
1069.056,2020-08-24 00:00:00,,,
800.988,2020-08-25 00:00:00,,,
443.66,2020-08-26 00:00:00,,,
7341.538,2020-08-27 00:00:00,,,
2007.632,2020-08-28 00:00:00,,,
596.468,2020-08-29 00:00:00,,,
3746.83,2020-08-31 00:00:00,,,
1672.81,2020-09-01 00:00:00,,,
11778.854,2020-09-02 00:00:00,,,
2309.849,2020-09-03 00:00:00,,,
7521.202,2020-09-04 00:00:00,,,
642.044,2020-09-05 00:00:00,,,
5328.565,2020-09-07 00:00:00,,,
2948.327,2020-09-08 00:00:00,,,
6631.061,2020-09-09 00:00:00,,,
3710.646,2020-09-10 00:00:00,,,
7061.006,2020-09-11 00:00:00,,,
1008.55,2020-09-12 00:00:00,,,
130.92,2020-09-13 00:00:00,,,
5467.347,2020-09-14 00:00:00,,,
8923.026,2020-09-15 00:00:00,,,
2010.65,2020-09-16 00:00:00,,,
6093.226,2020-09-17 00:00:00,,,
3049.93,2020-09-18 00:00:00,,,
2671.188,2020-09-19 00:00:00,,,
8262.918,2020-09-20 00:00:00,,,
1073.172,2020-09-21 00:00:00,,,
9438.213,2020-09-22 00:00:00,,,
3837.786,2020-09-23 00:00:00,,,
7989.462,2020-09-24 00:00:00,,,
2384.213,2020-09-25 00:00:00,,,
1983.576,2020-09-26 00:00:00,,,
1355.271,2020-09-28 00:00:00,,,
3466.08,2020-09-29 00:00:00,,,
1053.76,2020-09-30 00:00:00,,,
3600.466,2020-10-01 00:00:00,,,
7380.022,2020-10-02 00:00:00,,,
3166.48,2020-10-03 00:00:00,,,
136.98,2020-10-04 00:00:00,,,
7656.616,2020-10-05 00:00:00,,,
2278.652,2020-10-06 00:00:00,,,
3329.21,2020-10-07 00:00:00,,,
1028.356,2020-10-08 00:00:00,,,
2434.589,2020-10-09 00:00:00,,,
249.358,2020-10-10 00:00:00,,,
6847.354,2020-10-12 00:00:00,,,
9368.802,2020-10-13 00:00:00,,,
649.332,2020-10-14 00:00:00,,,
1589.94,2020-10-15 00:00:00,,,
3754.597,2020-10-16 00:00:00,,,
577.352,2020-10-17 00:00:00,,,
4151.8702,2020-10-19 00:00:00,,,
2638.858,2020-10-20 00:00:00,,,
5937.201,2020-10-21 00:00:00,,,
5492.877,2020-10-22 00:00:00,,,
4656.394,2020-10-23 00:00:00,,,
669.085,2020-10-24 00:00:00,,,
1700.868,2020-10-26 00:00:00,,,
1967.32,2020-10-27 00:00:00,,,
1110.726,2020-10-28 00:00:00,,,
146.96,2020-10-29 00:00:00,,,
5649.73,2020-10-30 00:00:00,,,
726.928,2020-10-31 00:00:00,,,
3247.43,2020-11-01 00:00:00,,,
8138.386,2020-11-02 00:00:00,,,
6320.937,2020-11-03 00:00:00,,,
6762.096,2020-11-04 00:00:00,,,
3250.064,2020-11-05 00:00:00,,,
6473.75,2020-11-06 00:00:00,,,
2988.378,2020-11-07 00:00:00,,,
411.1,2020-11-08 00:00:00,,,
2379.492,2020-11-09 00:00:00,,,
4758.548,2020-11-10 00:00:00,,,
2994.218,2020-11-11 00:00:00,,,
5225.386,2020-11-12 00:00:00,,,
7955.4202,2020-11-13 00:00:00,,,
1554.658,2020-11-14 00:00:00,,,
621.2,2020-11-15 00:00:00,,,
5804.234,2020-11-16 00:00:00,,,
9676.8828,2020-11-17 00:00:00,,,
3273.756,2020-11-18 00:00:00,,,
8355.272,2020-11-19 00:00:00,,,
4110.274,2020-11-20 00:00:00,,,
3492.184,2020-11-21 00:00:00,,,
207.712,2020-11-22 00:00:00,,,
2417.109,2020-11-23 00:00:00,,,
6661.641,2020-11-24 00:00:00,,,
4556.157,2020-11-25 00:00:00,,,
5817.172,2020-11-26 00:00:00,,,
2442.254,2020-11-27 00:00:00,,,
3216.944,2020-11-28 00:00:00,,,
532.888,2020-11-29 00:00:00,,,
7315.282,2020-11-30 00:00:00,,,
7633.178,2020-12-01 00:00:00,,,
7281.182,2020-12-02 00:00:00,,,
3044.842,2020-12-03 00:00:00,,,
3779.638,2020-12-04 00:00:00,,,
2847.136,2020-12-05 00:00:00,,,
216.68,2020-12-06 00:00:00,,,
4352.514,2020-12-07 00:00:00,,,
7723.041,2020-12-08 00:00:00,,,
9629.39,2020-12-09 00:00:00,,,
8156.559,2020-12-10 00:00:00,,,
9212.965,2020-12-11 00:00:00,,,
2257.936,2020-12-13 00:00:00,,,
6219.714,2020-12-14 00:00:00,,,
3059.888,2020-12-15 00:00:00,,,
5077.702,2020-12-16 00:00:00,,,
7537.758,2020-12-17 00:00:00,,,
10588.911,2020-12-18 00:00:00,,,
3981.926,2020-12-19 00:00:00,,,
4915.736,2020-12-20 00:00:00,,,
5207.94,2020-12-21 00:00:00,,,
7820.041,2020-12-22 00:00:00,,,
7597.776,2020-12-23 00:00:00,,,
8057.054,2020-12-24 00:00:00,,,
9721.927,2020-12-25 00:00:00,,,
1966.594,2020-12-26 00:00:00,,,
2195.636,2020-12-27 00:00:00,,,
6555.3508,2020-12-28 00:00:00,,,
3763.534,2020-12-29 00:00:00,,,
2807.79,2020-12-30 00:00:00,2807.79,2807.79,2807.79
2975.51,2020-12-31 00:00:00,5304.189156679342,9313.565102341026,1294.813211017657
,2021-01-01 00:00:00,5304.189156679342,9333.56211390073,1274.816199457954
,2021-01-02 00:00:00,5304.189156679342,9353.460372975373,1254.9179403833105
,2021-01-03 00:00:00,5304.189156679342,9373.261328300294,1235.1169850583906
,2021-01-04 00:00:00,5304.189156679342,9392.966393531035,1215.4119198276503
,2021-01-05 00:00:00,5304.189156679342,9412.576948421141,1195.8013649375425
,2021-01-06 00:00:00,5304.189156679342,9432.094339949612,1176.2839734090721
,2021-01-07 00:00:00,5304.189156679342,9451.519883400575,1156.858429958109
,2021-01-08 00:00:00,5304.189156679342,9470.854863397673,1137.5234499610106
,2021-01-09 00:00:00,5304.189156679342,9490.10053489545,1118.2777784632335
,2021-01-10 00:00:00,5304.189156679342,9509.258124129887,1099.1201892287982
,2021-01-11 00:00:00,5304.189156679342,9528.328829530146,1080.0494838285385
,2021-01-12 00:00:00,5304.189156679342,9547.313822593436,1061.0644907652477
,2021-01-13 00:00:00,5304.189156679342,9566.214248724802,1042.1640646338828
,2021-01-14 00:00:00,5304.189156679342,9585.031228043528,1023.3470853151566
